Generators,Mode,Cents,Closest 12 edo scale,Euclidean Distance
1 13 25 51,5,0 740 773 807 1133 1167,0 700 800 800 1100 1200,67.498
7 11 39 51,4,0 256 418 464 626 882,0 300 400 500 600 900,67.498
9 21 43 49,5,0 227 267 893 933 1160,0 200 300 900 900 1200,67.498
25 27 29 41,5,0 467 600 723 943 1067,0 500 600 700 900 1100,67.498
11 27 37 53,5,0 268 300 622 845 1168,0 300 300 600 800 1200,67.506
3 7 23 49,4,0 36 860 895 969 1126,0 0 900 900 1000 1100,67.513
9 13 25 29,2,0 68 375 442 632 1011,0 100 400 400 600 1000,67.513
11 17 39 53,3,0 237 322 560 768 991,0 200 300 600 800 1000,67.513
17 37 39 53,1,0 91 237 622 768 860,0 100 200 600 800 900,67.513
23 41 49 53,5,0 136 199 335 444 1090,0 100 200 300 400 1100,67.513
1 7 37 39,0,0 91 231 322 573 948,0 100 200 300 600 900,67.52
3 7 35 39,5,0 188 547 574 933 1121,0 200 500 600 900 1100,67.52
3 29 47 51,2,0 186 223 328 1059 1163,0 200 200 300 1100 1200,67.52
5 9 13 53,1,0 455 531 985 1018 1168,0 500 500 1000 1000 1200,67.52
5 35 41 49,2,0 78 309 352 927 969,0 100 300 400 900 1000,67.52
17 23 49 53,1,0 110 432 541 677 1065,0 100 400 500 700 1100,67.52
27 37 39 47,1,0 222 545 636 785 877,0 200 500 600 800 900,67.52
1 21 33 49,4,0 53 471 515 933 986,0 100 500 500 900 1000,67.528
3 25 29 35,2,0 255 326 583 873 1129,0 300 300 600 900 1100,67.528
3 25 35 41,3,0 71 274 345 617 927,0 100 300 300 600 900,67.528
13 17 29 53,3,0 33 189 769 925 958,0 0 200 800 900 1000,67.528
19 41 47 53,3,0 132 208 340 576 964,0 100 200 300 600 1000,67.528
27 29 41 53,5,0 568 600 724 1044 1168,0 600 600 700 1000 1200,67.528
27 41 49 53,3,0 136 724 860 892 1168,0 100 700 900 900 1200,67.528
1 3 15 33,4,0 54 166 702 814 867,0 100 200 700 800 900,67.535
1 13 15 25,1,0 68 112 180 428 953,0 100 100 200 400 1000,67.535
11 19 29 33,4,0 234 479 702 732 956,0 200 500 700 700 1000,67.535
39 43 45 47,2,0 76 170 245 324 1122,0 100 200 200 300 1100,67.535
1 9 19 39,0,0 93 138 297 342 436,0 100 100 300 300 400,67.543
3 21 29 35,3,0 316 328 644 875 969,0 300 300 600 900 1000,67.543
5 17 35 41,5,0 645 876 918 926 969,0 600 900 900 900 1000,67.543
17 21 29 37,2,0 219 366 778 925 1144,0 200 400 800 900 1100,67.543
45 47 49 51,4,0 72 984 1056 1125 1131,0 100 1000 1100 1100 1100,67.543
1 25 33 49,2,0 35 53 88 516 773,0 0 100 100 500 800,67.55
5 9 13 21,5,0 183 267 746 830 1013,0 200 300 700 800 1000,67.55
5 21 29 45,1,0 119 557 676 761 1116,0 100 600 700 800 1100,67.55
5 23 45 47,3,0 38 75 242 279 317,0 0 100 200 300 300,67.55
9 11 25 31,4,0 221 569 594 941 1162,0 200 600 600 900 1200,67.55
9 25 31 37,2,0 262 521 569 894 941,0 300 500 600 900 900,67.55
13 15 19 25,5,0 248 475 723 791 1132,0 200 500 700 800 1100,67.55
7 21 41 45,1,0 120 660 780 822 1159,0 100 700 800 800 1200,67.565
5 7 25 41,3,0 274 618 661 814 857,0 300 600 700 800 900,67.572
7 11 35 43,0,0 39 386 426 782 843,0 0 400 400 800 800,67.572
11 15 39 49,3,0 268 455 664 805 1014,0 300 500 700 800 1000,67.572
1 11 17 37,4,0 146 649 795 900 1095,0 100 600 800 900 1100,67.58
3 11 19 37,4,0 46 300 795 1049 1095,0 0 300 800 1000 1100,67.58
3 11 37 53,5,0 129 300 451 878 1029,0 100 300 500 900 1000,67.58
5 11 41 43,3,0 40 122 1075 1157 1197,0 0 100 1100 1200 1200,67.58
7 13 27 45,5,0 757 822 885 1072 1135,0 800 800 900 1100 1100,67.58
13 19 25 27,5,0 66 475 541 609 1132,0 100 500 500 600 1100,67.58
21 23 27 49,2,0 157 267 922 1032 1189,0 200 300 900 1000 1200,67.58
5 23 33 41,1,0 199 333 533 575 1158,0 200 300 500 600 1200,67.587
9 21 23 41,2,0 67 225 267 1001 1042,0 100 200 300 1000 1000,67.587
11 25 27 29,1,0 123 221 345 478 1067,0 100 200 300 500 1100,67.587
11 25 27 41,3,0 221 723 945 1067 1078,0 200 700 900 1100 1100,67.587
15 27 39 53,4,0 33 455 487 669 1018,0 0 500 500 700 1000,67.587
25 27 37 41,5,0 45 178 521 723 1067,0 0 200 500 700 1100,67.587
29 37 51 53,3,0 355 421 578 977 1133,0 400 400 600 1000 1100,67.587
1 3 39 45,4,0 112 360 610 858 969,0 100 400 600 900 1000,67.594
5 15 21 41,0,0 42 84 540 582 625,0 0 100 500 600 600,67.594
7 13 33 51,1,0 33 284 318 446 1072,0 0 300 300 400 1100,67.594
7 21 33 43,0,0 40 284 325 742 782,0 0 300 300 700 800,67.594
17 21 23 31,3,0 158 524 675 1040 1198,0 200 500 700 1000 1200,67.594
17 21 29 41,4,0 234 559 600 834 876,0 200 600 600 800 900,67.594
1 7 11 13,4,0 128 552 680 911 969,0 100 600 700 900 1000,67.602
1 7 45 49,5,0 360 591 738 822 969,0 400 600 700 800 1000,67.602
3 21 33 39,4,0 128 552 680 911 969,0 100 600 700 900 1000,67.602
9 19 21 49,5,0 174 666 840 933 1107,0 200 700 800 900 1100,67.602
9 21 23 29,1,0 158 375 532 799 934,0 200 400 500 800 900,67.602
9 21 31 49,1,0 267 526 534 793 1060,0 300 500 500 800 1100,67.602
17 25 29 49,3,0 35 292 668 924 959,0 0 300 700 900 1000,67.602
35 47 49 51,4,0 69 511 580 652 1128,0 100 500 600 700 1100,67.602
3 21 43 49,3,0 742 933 969 974 1009,0 700 900 1000 1000 1000,67.609
7 25 31 43,4,0 196 567 763 939 1024,0 200 600 800 900 1000,67.609
19 21 27 49,5,0 169 174 342 609 933,0 200 200 300 600 900,67.609
1 31 33 49,0,0 629 684 737 1091 1145,0 600 700 700 1100 1100,67.617
3 7 37 41,4,0 177 267 444 717 927,0 200 300 400 700 900,67.617
3 25 39 45,4,0 70 248 318 430 1088,0 100 200 300 400 1100,67.617
5 23 37 51,4,0 135 377 779 1021 1156,0 100 400 800 1000 1200,67.617
7 19 45 49,1,0 231 379 760 907 1139,0 200 400 800 900 1100,67.617
9 11 25 37,2,0 47 221 269 569 900,0 0 200 300 600 900,67.617
11 21 33 43,3,0 40 80 742 782 822,0 0 100 700 800 800,67.617
15 23 27 35,5,0 183 473 656 923 933,0 200 500 700 900 900,67.617
9 17 27 31,1,0 160 702 862 961 1102,0 200 700 900 1000 1100,67.624
11 33 37 43,1,0 39 198 238 498 940,0 0 200 200 500 900,67.624
17 21 31 39,3,0 128 366 803 1040 1168,0 100 400 800 1000 1200,67.624
17 27 47 51,0,0 98 240 498 639 738,0 100 200 500 600 700,67.624
3 19 31 51,1,0 338 443 690 795 1134,0 300 400 700 800 1100,67.631
29 35 43 45,0,0 78 325 404 760 843,0 100 300 400 800 800,67.631
31 37 51 53,5,0 272 556 827 894 1133,0 300 600 800 900 1100,67.631
1 9 31 51,5,0 204 258 807 861 1065,0 200 300 800 900 1100,67.639
3 7 31 39,3,0 267 398 665 841 1024,0 300 400 700 800 1000,67.639
3 23 35 53,4,0 172 474 645 719 1127,0 200 500 600 700 1100,67.639
7 19 23 35,1,0 56 387 529 727 870,0 100 400 500 700 900,67.639
3 21 31 37,1,0 231 306 537 757 981,0 200 300 500 800 1000,67.646
21 29 41 43,0,0 41 82 641 681 723,0 0 100 600 700 700,67.646
23 43 49 53,2,0 117 226 955 1065 1181,0 100 200 1000 1100 1200,67.646
25 31 41 51,3,0 338 373 823 857 1195,0 300 400 800 900 1200,67.646
5 9 19 39,0,0 44 88 138 182 227,0 0 100 100 200 200,67.654
1 21 29 31,5,0 356 471 526 1030 1085,0 400 500 500 1000 1100,67.661
1 35 47 49,3,0 83 155 618 666 1128,0 100 200 600 700 1100,67.661
5 23 35 49,4,0 110 352 727 969 1078,0 100 400 700 1000 1100,67.661
5 39 47 51,0,0 456 735 779 876 920,0 500 700 800 900 900,67.661
7 17 23 29,4,0 61 524 584 860 925,0 100 500 600 900 900,67.661
7 17 23 41,5,0 325 524 661 860 1184,0 300 500 700 900 1200,67.661
7 31 43 53,4,0 95 567 662 838 1024,0 100 600 700 800 1000,67.661
9 13 21 29,3,0 5 374 564 641 830,0 0 400 600 600 800,67.661
17 27 29 47,4,0 124 561 684 925 960,0 100 600 700 900 1000,67.661
17 27 41 47,4,0 84 325 561 724 960,0 100 300 600 700 1000,67.661
3 13 25 33,2,0 342 413 481 1062 1129,0 300 400 500 1100 1100,67.668
3 21 39 41,2,0 144 231 273 1072 1113,0 100 200 300 1100 1100,67.668
9 13 23 53,1,0 213 531 743 776 1168,0 200 500 700 800 1200,67.668
19 23 33 47,0,0 257 587 624 832 869,0 300 600 600 800 900,67.668
23 25 27 29,5,0 666 799 922 943 1067,0 700 800 900 900 1100,67.668
23 25 27 41,3,0 144 723 868 1001 1067,0 100 700 900 1000 1100,67.668
23 27 29 53,5,0 767 799 923 1044 1168,0 800 800 900 1000 1200,67.668
3 21 33 41,3,0 231 273 783 824 1055,0 200 300 800 800 1100,67.676
3 25 29 31,2,0 45 116 373 873 1129,0 0 100 400 900 1100,67.676
5 41 47 53,3,0 237 279 445 487 724,0 200 300 400 500 700,67.676
17 43 47 51,4,0 265 407 560 905 1059,0 300 400 600 900 1100,67.676
7 13 17 45,5,0 357 485 735 821 1071,0 400 500 700 800 1100,67.683
1 11 13 21,3,0 289 470 760 840 1119,0 300 500 800 800 1100,67.69
1 13 21 37,1,0 219 470 589 840 1060,0 200 500 600 800 1100,67.69
1 13 47 49,1,0 73 360 432 535 1098,0 100 400 400 500 1100,67.69
9 11 33 49,1,0 347 498 533 684 1032,0 300 500 500 700 1000,67.69
9 15 45 49,3,0 168 316 667 702 1053,0 200 300 700 700 1100,67.69
11 13 21 51,0,0 33 80 114 369 944,0 0 100 100 400 900,67.69
13 21 37 51,0,0 33 369 644 980 1014,0 0 400 600 1000 1000,67.69
1 7 29 39,2,0 456 626 687 969 1029,0 500 600 700 1000 1000,67.698
9 11 13 25,3,0 221 289 569 636 858,0 200 300 600 600 900,67.698
13 19 27 53,4,0 33 66 576 609 641,0 0 100 600 600 600,67.698
3 7 13 23,4,0 139 860 998 1072 1126,0 100 900 1000 1100 1100,67.713
11 19 37 41,5,0 769 900 946 1022 1068,0 800 900 900 1000 1100,67.713
11 27 31 53,1,0 239 322 561 594 1168,0 200 300 600 600 1200,67.72
13 25 47 51,3,0 34 68 1059 1093 1126,0 0 100 1100 1100 1100,67.72
13 47 51 53,4,0 34 993 1026 1059 1168,0 0 1000 1000 1100 1200,67.72
15 39 43 45,4,0 169 499 668 746 1122,0 200 500 700 700 1100,67.72
17 23 47 51,0,0 141 178 639 676 818,0 100 200 600 700 800,67.72
25 43 45 49,1,0 44 79 227 1018 1166,0 0 100 200 1000 1200,67.72
3 11 13 25,5,0 841 911 979 1062 1130,0 800 900 1000 1100 1100,67.727
1 7 11 23,2,0 77 417 628 969 1045,0 100 400 600 1000 1000,67.735
1 7 23 37,1,0 145 377 628 717 969,0 100 400 600 700 1000,67.735
1 21 31 41,4,0 245 675 716 729 771,0 200 700 700 700 800,67.735
3 7 13 31,5,0 629 757 895 933 1072,0 600 800 900 900 1100,67.735
11 17 31 53,4,0 160 432 606 878 1038,0 200 400 600 900 1000,67.735
17 21 39 45,1,0 119 237 357 485 1072,0 100 200 400 500 1100,67.735
17 31 37 53,3,0 160 306 432 578 738,0 200 300 400 600 700,67.735
19 29 31 35,4,0 210 326 352 468 678,0 200 300 400 500 700,67.735
27 31 37 53,5,0 240 622 862 894 1168,0 200 600 900 900 1200,67.735
7 25 43 47,5,0 108 261 304 458 565,0 100 300 300 500 600,67.75
9 25 31 35,1,0 210 569 779 828 1152,0 200 600 800 800 1200,67.75
1 7 43 49,4,0 231 512 743 969 974,0 200 500 700 1000 1000,67.757
1 39 43 53,2,0 169 512 531 874 1043,0 200 500 500 900 1000,67.757
5 23 29 33,4,0 68 402 625 643 867,0 100 400 600 600 900,67.757
5 27 29 35,1,0 326 520 845 969 1077,0 300 500 800 1000 1100,67.757
5 39 43 53,3,0 126 169 488 531 657,0 100 200 500 500 700,67.757
7 21 25 41,3,0 302 661 963 1004 1159,0 300 700 1000 1000 1200,67.757
9 25 29 33,1,0 345 569 720 826 977,0 300 600 700 800 1000,67.757
9 25 39 41,1,0 87 225 430 569 656,0 100 200 400 600 700,67.757
9 35 37 53,3,0 49 96 531 578 627,0 0 100 500 600 600,67.757
29 41 49 53,5,0 136 292 444 600 736,0 100 300 400 600 700,67.764
1 23 39 47,4,0 38 324 572 858 895,0 0 300 600 900 900,67.772
11 31 47 51,3,0 114 256 721 862 976,0 100 300 700 900 1000,67.772
25 41 47 53,2,0 101 208 856 964 1064,0 100 200 900 1000 1100,67.772
9 15 47 49,4,0 72 423 533 884 956,0 100 400 500 900 1000,67.779
9 21 29 39,1,0 128 374 503 641 1062,0 100 400 500 600 1100,67.779
13 17 25 29,4,0 189 668 857 924 1132,0 200 700 900 900 1100,67.779
13 17 25 41,5,0 257 324 668 789 1132,0 300 300 700 800 1100,67.779
15 23 37 41,0,0 177 376 540 740 917,0 200 400 500 700 900,67.779
19 31 47 49,1,0 368 440 720 793 1161,0 400 400 700 800 1200,67.779
3 11 49 53,5,0 843 878 1014 1029 1165,0 800 900 1000 1000 1200,67.786
3 25 37 49,3,0 36 71 487 521 557,0 0 100 500 500 600,67.794
11 13 27 37,5,0 235 300 589 845 1135,0 200 300 600 800 1100,67.794
11 17 25 39,2,0 221 237 459 668 991,0 200 200 500 700 1000,67.794
15 29 41 49,3,0 292 541 833 891 1141,0 300 500 800 900 1100,67.794
31 35 41 45,0,0 273 435 484 645 919,0 300 400 500 600 900,67.794
5 13 47 51,0,0 245 279 420 1024 1166,0 200 300 400 1000 1200,67.809
5 41 45 47,5,0 162 921 1082 1125 1158,0 200 900 1100 1100 1200,67.809
7 9 23 29,2,0 340 374 715 776 1139,0 300 400 700 800 1100,67.809
7 43 47 53,4,0 535 743 838 896 992,0 500 700 800 900 1000,67.809
9 11 33 53,1,0 347 498 669 820 1168,0 300 500 700 800 1200,67.809
9 27 29 47,2,0 240 374 615 739 1076,0 200 400 600 700 1100,67.809
7 15 43 49,4,0 231 624 855 974 1081,0 200 600 900 1000 1100,67.816
17 21 41 49,5,0 42 567 609 876 933,0 0 600 600 900 900,67.816
31 33 45 49,5,0 130 537 645 684 793,0 100 500 600 700 800,67.816
35 41 43 45,3,0 79 161 844 926 1005,0 100 200 800 900 1000,67.816
1 11 31 49,3,0 55 463 607 1014 1069,0 100 500 600 1000 1100,67.823
3 5 47 49,0,0 35 72 884 920 956,0 0 100 900 900 1000,67.831
9 19 39 45,0,0 44 138 292 386 431,0 0 100 300 400 400,67.831
13 19 51 53,1,0 34 624 658 691 1168,0 0 600 700 700 1200,67.831
1 3 35 45,5,0 436 498 934 1045 1089,0 400 500 900 1000 1100,67.838
5 19 31 43,1,0 126 353 478 567 1112,0 100 400 500 600 1100,67.838
7 15 25 29,5,0 824 884 943 1080 1139,0 800 900 900 1100 1100,67.838
7 15 25 41,3,0 120 316 661 857 976,0 100 300 700 900 1000,67.838
11 15 19 51,0,0 27 281 536 690 946,0 0 300 500 700 900,67.838
33 37 39 51,3,0 198 289 645 736 934,0 200 300 600 700 900,67.838
1 33 49 53,1,0 327 380 463 516 843,0 300 400 500 500 800,67.845
5 29 45 53,5,0 284 440 487 643 927,0 300 400 500 600 900,67.845
9 11 25 35,3,0 172 221 569 804 1151,0 200 200 600 800 1200,67.845
11 13 17 33,1,0 413 465 702 754 1167,0 400 500 700 800 1200,67.845
11 13 27 47,4,0 175 846 1021 1086 1135,0 200 800 1000 1100 1100,67.845
13 17 33 37,5,0 267 413 465 1002 1054,0 300 400 500 1000 1100,67.845
13 19 33 49,1,0 413 516 657 760 1173,0 400 500 700 800 1200,67.845
13 27 33 37,4,0 65 413 654 1002 1067,0 100 400 700 1000 1100,67.845
5 29 33 41,4,0 267 601 643 824 867,0 300 600 600 800 900,67.853
5 9 45 49,2,0 147 182 330 534 996,0 100 200 300 500 1000,67.86
7 21 29 53,1,0 61 403 463 559 1105,0 100 400 500 600 1100,67.86
7 21 41 53,0,0 41 95 137 539 797,0 0 100 100 500 800,67.86
9 11 23 53,2,0 77 322 424 670 746,0 100 300 400 700 700,67.86
11 13 17 53,2,0 142 431 464 878 910,0 100 400 500 900 900,67.86
11 17 25 37,2,0 146 221 368 668 900,0 100 200 400 700 900,67.86
27 29 49 53,4,0 33 909 941 1065 1077,0 0 900 900 1100 1100,67.86
11 13 17 35,1,0 396 446 685 735 1132,0 400 400 700 700 1100,67.868
11 27 39 47,4,0 115 324 355 564 678,0 100 300 400 600 700,67.868
15 17 47 49,2,0 145 217 568 778 1128,0 100 200 600 800 1100,67.868
15 23 37 39,2,0 78 364 455 824 915,0 100 400 500 800 900,67.868
19 29 35 37,4,0 636 733 779 1058 1104,0 600 700 800 1100 1100,67.868
1 21 37 39,4,0 91 730 821 949 1072,0 100 700 800 900 1100,67.875
5 15 49 51,4,0 69 351 420 702 771,0 100 400 400 700 800,67.875
7 9 23 41,3,0 225 340 566 765 1001,0 200 300 600 800 1000,67.875
9 33 39 53,1,0 138 289 669 820 959,0 100 300 700 800 1000,67.875
11 35 43 47,5,0 40 689 729 843 1086,0 0 700 700 800 1100,67.875
3 23 25 39,4,0 70 286 356 430 1126,0 100 300 400 400 1100,67.882
7 39 47 51,2,0 141 573 715 877 1038,0 100 600 700 900 1000,67.882
25 27 31 37,4,0 133 373 655 894 1027,0 100 400 700 900 1000,67.882
1 23 25 35,1,0 428 572 583 727 1155,0 400 600 600 700 1200,67.904
3 7 13 41,0,0 128 272 401 539 1061,0 100 300 400 500 1100,67.904
3 11 25 49,0,0 35 70 186 221 257,0 0 100 200 200 300,67.904
5 15 31 43,5,0 442 498 567 623 1065,0 400 500 600 600 1100,67.904
5 25 31 43,5,0 126 373 498 759 939,0 100 400 500 800 900,67.904
1 13 15 53,2,0 79 112 327 953 1167,0 100 100 300 1000 1200,67.912
5 9 35 43,3,0 49 231 893 1075 1124,0 0 200 900 1100 1100,67.912
5 21 31 43,3,0 41 125 675 759 800,0 0 100 700 800 800,67.912
9 21 31 41,4,0 225 675 900 941 1159,0 200 700 900 900 1200,67.912
13 15 35 41,2,0 267 412 679 927 953,0 300 400 700 900 1000,67.912
3 13 21 45,2,0 112 830 942 1062 1081,0 100 800 900 1100 1100,67.919
9 17 33 37,4,0 99 1002 1100 1148 1152,0 100 1000 1100 1100 1200,67.919
27 33 35 51,5,0 348 652 999 1098 1101,0 300 700 1000 1100 1100,67.926
3 21 23 37,4,0 74 232 823 981 1055,0 100 200 800 1000 1100,67.934
3 23 31 53,1,0 74 272 345 517 1029,0 100 300 300 500 1000,67.934
5 9 13 25,5,0 68 454 631 1017 1085,0 100 500 600 1000 1100,67.934
5 9 23 35,5,0 545 727 776 969 1018,0 500 700 800 1000 1000,67.934
5 23 31 41,5,0 475 517 716 959 1158,0 500 500 700 1000 1200,67.934
5 33 41 51,4,0 333 376 779 822 1155,0 300 400 800 800 1200,67.934
7 11 27 49,5,0 615 783 846 969 1032,0 600 800 800 1000 1000,67.934
9 21 29 49,4,0 267 534 559 825 1092,0 300 500 600 800 1100,67.934
15 31 37 39,2,0 56 363 802 1109 1165,0 100 400 800 1100 1200,67.934
19 23 43 47,1,0 117 154 331 368 485,0 100 200 300 400 500,67.934
23 25 45 47,5,0 981 1018 1056 1125 1163,0 1000 1000 1100 1100 1200,67.934
25 27 29 37,5,0 124 521 645 778 1067,0 100 500 600 800 1100,67.934
33 39 47 51,0,0 123 446 587 735 876,0 100 400 600 700 900,67.934
3 7 29 37,5,0 267 327 717 778 1045,0 300 300 700 800 1000,67.941
3 13 31 37,3,0 167 306 611 757 1061,0 200 300 600 800 1100,67.941
5 13 21 43,5,0 245 329 370 1075 1115,0 200 300 400 1100 1100,67.941
9 11 17 33,4,0 98 702 800 852 1148,0 100 700 800 900 1100,67.941
9 39 45 53,1,0 283 531 669 814 953,0 300 500 700 800 1000,67.941
5 13 15 49,3,0 102 498 601 848 952,0 100 500 600 800 1000,67.949
7 11 21 43,0,0 40 80 742 782 823,0 0 100 700 800 800,67.949
9 33 41 53,1,0 225 376 670 820 1046,0 200 400 700 800 1000,67.949
13 17 41 53,1,0 412 432 843 876 1168,0 400 400 800 900 1200,67.949
17 33 35 49,3,0 52 102 568 618 669,0 100 100 600 600 700,67.949
1 11 21 49,3,0 187 471 658 738 1120,0 200 500 700 700 1100,67.956
1 21 37 49,1,0 220 471 487 738 958,0 200 500 500 700 1000,67.956
5 11 29 43,4,0 125 479 604 644 1160,0 100 500 600 600 1200,67.956
5 25 39 43,1,0 125 169 386 430 556,0 100 200 400 400 600,67.956
9 17 29 47,2,0 275 374 640 739 1014,0 300 400 600 700 1000,67.956
9 39 41 53,2,0 86 225 531 670 756,0 100 200 500 700 800,67.956
11 15 23 41,4,0 122 460 582 659 1123,0 100 500 600 700 1100,67.956
13 19 25 51,0,0 33 67 690 724 758,0 0 100 700 700 800,67.956
23 27 47 51,5,0 782 923 960 1022 1059,0 800 900 1000 1000 1100,67.956
29 35 41 45,3,0 274 440 714 875 1039,0 300 400 700 900 1000,67.956
5 7 29 45,5,0 379 439 582 643 1022,0 400 400 600 600 1000,67.963
7 11 25 43,5,0 222 261 418 457 679,0 200 300 400 500 700,67.963
7 29 43 51,5,0 521 682 743 978 1039,0 500 700 700 1000 1000,67.963
17 23 37 53,1,0 377 523 622 769 1146,0 400 500 600 800 1100,67.963
41 45 47 53,4,0 75 237 283 444 520,0 100 200 300 400 500,67.963
3 7 45 49,1,0 112 231 343 379 1165,0 100 200 300 400 1200,67.971
5 7 13 17,4,0 128 282 410 746 864,0 100 300 400 700 900,67.971
9 21 39 41,3,0 41 128 975 1061 1103,0 0 100 1000 1100 1100,67.971
5 23 33 51,4,0 179 421 625 867 1045,0 200 400 600 900 1000,67.978
9 29 33 53,1,0 446 670 820 826 977,0 400 700 800 800 1000,67.978
11 19 41 53,3,0 131 322 454 576 1078,0 100 300 500 600 1100,67.978
19 37 41 53,1,0 131 178 576 622 754,0 100 200 600 600 800,67.978
31 37 47 51,1,0 338 479 644 785 1124,0 300 500 600 800 1100,67.985
1 21 23 33,5,0 155 572 625 730 783,0 200 600 600 700 800,67.993
1 21 43 49,0,0 40 462 503 729 973,0 0 500 500 700 1000,67.993
5 15 41 53,1,0 172 215 659 713 1158,0 200 200 700 700 1200,67.993
9 23 25 37,1,0 377 424 521 569 946,0 400 400 500 600 900,67.993
11 15 29 39,5,0 455 513 663 722 1176,0 500 500 700 700 1200,67.993
13 17 21 23,2,0 157 370 523 736 893,0 200 400 500 700 900,67.993
25 27 29 39,2,0 123 257 636 770 893,0 100 300 600 800 900,67.993
25 29 39 51,1,0 223 257 736 770 993,0 200 300 700 800 1000,67.993
7 15 45 49,1,0 119 147 267 498 969,0 100 100 300 500 1000,68.0
7 21 31 43,5,0 458 498 634 674 1132,0 500 500 600 700 1100,68.0
11 17 27 35,1,0 397 447 751 801 1198,0 400 400 800 800 1200,68.0
9 17 33 35,2,0 3 52 102 1102 1152,0 0 100 100 1100 1200,68.007
1 3 5 39,2,0 27 342 386 841 884,0 0 300 400 800 900,68.015
5 7 29 53,3,0 61 156 618 713 774,0 100 200 600 700 800,68.015
9 13 37 53,1,0 531 564 578 611 1142,0 500 600 600 600 1100,68.015
13 15 35 49,5,0 248 582 830 933 1097,0 200 600 800 900 1100,68.015
19 29 33 37,4,0 534 733 779 956 1002,0 500 700 800 1000 1000,68.015
1 7 13 37,0,0 231 589 820 948 1071,0 200 600 800 900 1100,68.022
3 11 21 33,1,0 81 231 498 649 730,0 100 200 500 600 700,68.022
5 7 15 49,3,0 231 498 730 849 1081,0 200 500 700 800 1100,68.022
9 31 33 53,2,0 108 259 380 531 639,0 100 300 400 500 600,68.022
3 11 17 37,5,0 300 603 903 1049 1053,0 300 600 900 1000 1100,68.029
7 13 45 51,1,0 128 217 345 379 1167,0 100 200 300 400 1200,68.029
1 9 27 31,4,0 36 240 294 941 996,0 0 200 300 900 1000,68.037
1 29 37 47,2,0 170 421 534 786 956,0 200 400 500 800 1000,68.037
1 39 47 49,3,0 270 342 666 805 1128,0 300 300 700 800 1100,68.037
3 31 35 47,3,0 174 210 654 721 1164,0 200 200 700 700 1200,68.037
3 35 41 53,3,0 172 274 446 718 927,0 200 300 400 700 900,68.037
17 27 35 37,5,0 303 399 449 1053 1103,0 300 400 400 1100 1100,68.037
23 25 31 51,2,0 194 338 373 1022 1056,0 200 300 400 1000 1100,68.037
23 31 35 45,1,0 435 473 645 683 1119,0 400 500 600 700 1100,68.037
1 5 11 19,3,0 165 254 814 902 1067,0 200 300 800 900 1100,68.044
5 13 17 53,1,0 432 455 886 919 1168,0 400 500 900 900 1200,68.044
3 13 15 53,0,0 32 171 247 386 419,0 0 200 200 400 400,68.051
9 11 21 29,4,0 267 479 745 826 1120,0 300 500 700 800 1100,68.051
9 21 29 37,3,0 220 267 779 826 1045,0 200 300 800 800 1000,68.051
11 27 39 53,3,0 322 636 959 991 1167,0 300 600 1000 1000 1200,68.051
27 37 39 53,5,0 59 91 622 636 1167,0 100 100 600 600 1200,68.051
11 15 23 39,3,0 77 285 537 745 822,0 100 300 500 700 800,68.059
11 19 23 47,2,0 76 114 330 368 444,0 100 100 300 400 400,68.059
13 15 45 49,4,0 102 702 804 952 1052,0 100 700 800 1000 1100,68.059
13 17 37 47,5,0 415 465 879 1025 1054,0 400 500 900 1000 1100,68.059
15 23 47 53,3,0 37 245 778 985 1023,0 0 200 800 1000 1000,68.059
7 9 13 15,2,0 128 316 444 564 1081,0 100 300 400 600 1100,68.066
21 27 39 45,1,0 119 636 756 884 1072,0 100 600 800 900 1100,68.066
3 21 29 39,4,0 128 328 456 687 969,0 100 300 500 700 1000,68.073
7 13 27 37,4,0 66 129 655 718 783,0 100 100 700 700 800,68.081
15 35 41 51,5,0 274 281 555 822 933,0 300 300 600 800 900,68.081
25 27 41 49,3,0 35 724 759 892 1067,0 0 700 800 900 1100,68.081
3 11 17 33,1,0 447 499 597 649 1096,0 400 500 600 600 1100,68.088
3 15 17 31,4,0 160 217 757 813 973,0 200 200 800 800 1000,68.088
3 17 31 45,2,0 111 160 271 715 757,0 100 200 300 700 800,68.088
11 27 41 53,3,0 322 723 1046 1078 1168,0 300 700 1000 1100 1200,68.096
27 37 41 53,5,0 146 178 622 723 1168,0 100 200 600 700 1200,68.096
1 13 39 47,3,0 167 342 666 702 1025,0 200 300 700 700 1000,68.103
17 23 25 49,1,0 110 533 642 677 1166,0 100 500 600 700 1200,68.103
25 39 41 51,2,0 392 736 770 823 857,0 400 700 800 800 900,68.103
3 7 31 49,5,0 526 757 792 933 969,0 500 800 800 900 1000,68.11
3 25 31 41,3,0 70 484 555 827 927,0 100 500 600 800 900,68.11
5 27 35 43,5,0 232 357 681 806 1037,0 200 400 700 800 1000,68.11
5 33 43 51,3,0 38 333 459 780 905,0 0 300 500 800 900,68.11
11 13 19 49,2,0 470 657 760 911 1013,0 500 700 800 900 1000,68.11
11 17 47 49,4,0 72 447 519 633 1086,0 100 400 500 600 1100,68.11
15 23 29 33,4,0 59 576 634 799 1035,0 100 600 600 800 1000,68.11
19 21 49 51,5,0 105 174 441 864 1131,0 100 200 400 900 1100,68.11
5 13 17 21,5,0 282 366 746 830 1112,0 300 400 700 800 1100,68.118
